Fri Jan 29 15:37:34 CST 2016
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1454052994809,5,200,4,1,17,0,0,0,0,0,0,0,0
1454052999810,5,200,4,1,17,0,0,0,0,0,0,0,0
1454053004806,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053009808,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053014807,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053019808,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053024808,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053029807,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053034809,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053039808,5,200,5,0,17,0,0,0,0,0,0,0,0
1454053044806,5,200,5,0,17,0,0,0,0,0,0,0,0
